cast_vote_record,precinct,ballot_style,governor_lt_governor,comptroller,attorney_general,u_s_senator,representative_in_congress_6
140365,011-001,011-001,REP,REP,REP,REP,REP
140366,011-001,011-001,REP,REP,REP,REP,REP
140367,011-001,011-001,REP,REP,REP,REP,REP
140368,011-001,011-001,REP,REP,REP,REP,REP
140372,011-001,011-001,REP,REP,REP,REP,REP
140376,011-001,011-001,REP,REP,REP,REP,REP
140378,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140380,011-001,011-001,REP,REP,REP,REP,REP
140382,011-001,011-001,REP,REP,REP,REP,REP
140383,011-001,011-001,REP,REP,REP,REP,REP
140384,011-001,011-001,DEM,REP,REP,REP,REP
140386,011-001,011-001,REP,DEM,REP,DEM,DEM
140390,011-001,011-001,REP,REP,REP,REP,REP
140392,011-001,011-001,REP,REP,REP,REP,REP
140398,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140401,011-001,011-001,REP,REP,REP,REP,REP
140402,011-001,011-001,GRE,DEM,DEM,DEM,DEM
140403,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140405,011-001,011-001,DEM,REP,DEM,REP,REP
140408,011-001,011-001,DEM,REP,DEM,DEM,DEM
140409,011-001,011-001,REP,REP,REP,REP,REP
140410,011-001,011-001,REP,REP,REP,REP,REP
140411,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140412,011-001,011-001,REP,REP,REP,REP,REP
140415,011-001,011-001,REP,REP,REP,REP,REP
140416,011-001,011-001,REP,REP,REP,REP,REP
140417,011-001,011-001,REP,REP,REP,REP,REP
140420,011-001,011-001,REP,REP,REP,REP,REP
140423,011-001,011-001,REP,REP,REP,REP,REP
140431,011-001,011-001,DEM,DEM,REP,DEM,DEM
140432,011-001,011-001,REP,REP,REP,REP,REP
140435,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140437,011-001,011-001,REP,REP,REP,REP,REP
140438,011-001,011-001,REP,REP,REP,REP,REP
140439,011-001,011-001,GRE,undervote,undervote,undervote,undervote
140440,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140442,011-001,011-001,REP,REP,REP,REP,REP
140445,011-001,011-001,DEM,REP,REP,DEM,DEM
140446,011-001,011-001,REP,REP,REP,REP,REP
140448,011-001,011-001,REP,REP,REP,REP,REP
140449,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140450,011-001,011-001,REP,REP,REP,REP,REP
140451,011-001,011-001,REP,REP,REP,REP,REP
140452,011-001,011-001,REP,REP,REP,REP,REP
140453,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140455,011-001,011-001,REP,REP,REP,REP,REP
140457,011-001,011-001,REP,REP,undervote,REP,REP
140458,011-001,011-001,REP,REP,REP,REP,REP
140459,011-001,011-001,REP,REP,REP,REP,REP
140460,011-001,011-001,REP,REP,REP,REP,REP
140461,011-001,011-001,REP,REP,DEM,REP,DEM
140462,011-001,011-001,REP,REP,REP,REP,REP
140468,011-001,011-001,REP,REP,REP,REP,REP
140469,011-001,011-001,REP,REP,REP,REP,REP
140471,011-001,011-001,REP,REP,REP,DEM,REP
140472,011-001,011-001,REP,REP,REP,REP,REP
140473,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140474,011-001,011-001,REP,REP,REP,REP,REP
140475,011-001,011-001,REP,REP,REP,REP,REP
140477,011-001,011-001,DEM,undervote,DEM,DEM,DEM
140481,011-001,011-001,REP,REP,REP,REP,REP
140482,011-001,011-001,REP,REP,REP,REP,REP
140483,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140485,011-001,011-001,REP,REP,REP,REP,REP
140487,011-001,011-001,REP,REP,REP,REP,REP
140488,011-001,011-001,REP,REP,REP,REP,REP
140490,011-001,011-001,REP,REP,REP,REP,REP
140491,011-001,011-001,LIB,REP,REP,REP,REP
140492,011-001,011-001,REP,REP,REP,REP,REP
140493,011-001,011-001,REP,REP,REP,REP,REP
140494,011-001,011-001,REP,REP,REP,REP,REP
140495,011-001,011-001,REP,REP,REP,REP,REP
140496,011-001,011-001,REP,REP,REP,REP,REP
140497,011-001,011-001,REP,DEM,DEM,DEM,REP
140498,011-001,011-001,REP,REP,REP,REP,REP
140499,011-001,011-001,REP,REP,REP,REP,REP
140500,011-001,011-001,DEM,undervote,DEM,DEM,DEM
140501,011-001,011-001,REP,REP,REP,REP,REP
140505,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140507,011-001,011-001,REP,REP,REP,REP,REP
140509,011-001,011-001,REP,REP,REP,undervote,undervote
140511,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140513,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140515,011-001,011-001,REP,REP,REP,REP,REP
140516,011-001,011-001,REP,REP,REP,REP,REP
140518,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140520,011-001,011-001,DEM,REP,REP,REP,REP
140521,011-001,011-001,REP,REP,REP,REP,REP
140522,011-001,011-001,REP,REP,REP,REP,REP
140523,011-001,011-001,REP,REP,REP,REP,REP
140524,011-001,011-001,REP,REP,REP,REP,REP
140526,011-001,011-001,REP,REP,REP,REP,REP
140528,011-001,011-001,REP,REP,REP,REP,DEM
140529,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140530,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140531,011-001,011-001,REP,REP,REP,REP,REP
140532,011-001,011-001,REP,REP,REP,REP,REP
140533,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140539,011-001,011-001,REP,REP,REP,REP,REP
140543,011-001,011-001,REP,REP,REP,REP,REP
140546,011-001,011-001,REP,REP,REP,REP,REP
140547,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140550,011-001,011-001,REP,REP,REP,REP,REP
140552,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140558,011-001,011-001,REP,REP,REP,REP,REP
140559,011-001,011-001,REP,REP,REP,REP,REP
140561,011-001,011-001,REP,REP,REP,REP,REP
140563,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140565,011-001,011-001,DEM,DEM,undervote,DEM,DEM
140569,011-001,011-001,REP,REP,REP,REP,REP
140570,011-001,011-001,REP,REP,REP,REP,REP
140572,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140576,011-001,011-001,REP,REP,REP,REP,REP
140577,011-001,011-001,REP,REP,REP,REP,REP
140578,011-001,011-001,DEM,REP,REP,DEM,DEM
140581,011-001,011-001,REP,REP,REP,REP,REP
140582,011-001,011-001,REP,REP,REP,REP,REP
140584,011-001,011-001,REP,REP,REP,REP,REP
140585,011-001,011-001,REP,REP,REP,DEM,REP
140587,011-001,011-001,REP,REP,REP,REP,REP
140588,011-001,011-001,REP,REP,REP,REP,REP
140590,011-001,011-001,REP,REP,REP,REP,REP
140593,011-001,011-001,REP,REP,REP,REP,REP
140595,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140596,011-001,011-001,REP,REP,REP,REP,REP
140597,011-001,011-001,REP,REP,REP,REP,REP
140601,011-001,011-001,REP,REP,REP,REP,REP
140602,011-001,011-001,REP,DEM,DEM,DEM,REP
140606,011-001,011-001,REP,REP,REP,REP,REP
140608,011-001,011-001,REP,REP,REP,REP,REP
140609,011-001,011-001,REP,DEM,REP,REP,REP
140611,011-001,011-001,REP,DEM,DEM,DEM,REP
140612,011-001,011-001,REP,REP,REP,REP,REP
140613,011-001,011-001,REP,REP,REP,REP,REP
140614,011-001,011-001,REP,REP,REP,REP,REP
140616,011-001,011-001,REP,REP,REP,REP,REP
140618,011-001,011-001,REP,REP,REP,REP,REP
140624,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140626,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140634,011-001,011-001,REP,REP,REP,REP,REP
140636,011-001,011-001,REP,REP,REP,REP,REP
140638,011-001,011-001,REP,REP,REP,undervote,REP
140639,011-001,011-001,DEM,undervote,DEM,DEM,DEM
140644,011-001,011-001,REP,REP,REP,REP,REP
140645,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140646,011-001,011-001,REP,REP,REP,REP,REP
140647,011-001,011-001,REP,REP,REP,REP,REP
140649,011-001,011-001,REP,REP,REP,REP,REP
140650,011-001,011-001,REP,REP,REP,REP,REP
140654,011-001,011-001,REP,REP,REP,REP,REP
140658,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140659,011-001,011-001,LIB,REP,REP,REP,DEM
140662,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140664,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140666,011-001,011-001,REP,REP,REP,REP,REP
140668,011-001,011-001,DEM,DEM,DEM,DEM,REP
140673,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140676,011-001,011-001,REP,REP,REP,REP,REP
140677,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140679,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140681,011-001,011-001,DEM,REP,DEM,DEM,REP
140682,011-001,011-001,REP,REP,REP,REP,REP
140683,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140686,011-001,011-001,REP,REP,REP,REP,REP
140689,011-001,011-001,LIB,REP,REP,REP,REP
140692,011-001,011-001,DEM,REP,DEM,DEM,DEM
140693,011-001,011-001,REP,REP,REP,REP,REP
140694,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140695,011-001,011-001,DEM,DEM,REP,REP,DEM
140697,011-001,011-001,REP,REP,REP,REP,DEM
140699,011-001,011-001,REP,REP,REP,REP,REP
140701,011-001,011-001,REP,REP,REP,REP,REP
140702,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140706,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140708,011-001,011-001,REP,REP,REP,REP,REP
140709,011-001,011-001,REP,REP,REP,REP,REP
140711,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140712,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140713,011-001,011-001,REP,REP,REP,REP,REP
140714,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140716,011-001,011-001,REP,REP,REP,REP,DEM
140717,011-001,011-001,REP,REP,REP,REP,REP
140718,011-001,011-001,REP,REP,REP,REP,REP
140719,011-001,011-001,REP,REP,REP,REP,REP
140720,011-001,011-001,REP,REP,REP,REP,REP
140722,011-001,011-001,REP,REP,REP,REP,REP
140723,011-001,011-001,REP,REP,REP,REP,REP
140724,011-001,011-001,REP,REP,REP,REP,REP
140725,011-001,011-001,REP,REP,REP,REP,REP
140729,011-001,011-001,REP,REP,REP,REP,REP
140732,011-001,011-001,REP,REP,REP,REP,REP
140734,011-001,011-001,REP,REP,REP,REP,REP
140735,011-001,011-001,REP,REP,REP,REP,REP
140736,011-001,011-001,REP,REP,REP,REP,REP
140737,011-001,011-001,REP,REP,REP,DEM,REP
140740,011-001,011-001,REP,REP,REP,REP,REP
140741,011-001,011-001,DEM,DEM,DEM,DEM,REP
140744,011-001,011-001,REP,REP,REP,REP,REP
140745,011-001,011-001,DEM,REP,REP,DEM,DEM
140747,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140751,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140752,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140754,011-001,011-001,REP,REP,REP,REP,REP
140755,011-001,011-001,REP,REP,REP,REP,REP
140759,011-001,011-001,REP,REP,REP,REP,REP
140760,011-001,011-001,REP,REP,REP,REP,REP
140765,011-001,011-001,WCP,REP,REP,REP,DEM
140767,011-001,011-001,REP,REP,REP,REP,REP
140770,011-001,011-001,REP,REP,REP,REP,REP
140771,011-001,011-001,REP,REP,REP,REP,REP
140772,011-001,011-001,REP,REP,REP,REP,REP
140773,011-001,011-001,REP,REP,REP,REP,REP
140776,011-001,011-001,REP,REP,REP,REP,REP
140777,011-001,011-001,REP,REP,REP,REP,REP
140779,011-001,011-001,REP,REP,REP,REP,REP
140780,011-001,011-001,REP,REP,REP,REP,REP
140781,011-001,011-001,REP,REP,REP,REP,REP
140782,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140789,011-001,011-001,REP,REP,REP,REP,REP
140790,011-001,011-001,REP,REP,REP,REP,REP
140792,011-001,011-001,REP,REP,REP,undervote,REP
140796,011-001,011-001,REP,REP,REP,REP,REP
140798,011-001,011-001,REP,REP,REP,REP,undervote
140801,011-001,011-001,REP,REP,REP,REP,REP
140802,011-001,011-001,REP,REP,REP,REP,REP
140803,011-001,011-001,REP,REP,REP,REP,REP
140805,011-001,011-001,REP,REP,REP,REP,REP
140808,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140810,011-001,011-001,REP,REP,REP,REP,DEM
140811,011-001,011-001,DEM,REP,DEM,DEM,DEM
140813,011-001,011-001,REP,REP,REP,REP,REP
140814,011-001,011-001,REP,REP,REP,REP,REP
140815,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140818,011-001,011-001,REP,REP,REP,REP,REP
140820,011-001,011-001,REP,REP,REP,REP,REP
140822,011-001,011-001,REP,REP,REP,REP,REP
140823,011-001,011-001,REP,REP,REP,REP,REP
140824,011-001,011-001,REP,REP,REP,REP,REP
140825,011-001,011-001,REP,REP,REP,REP,REP
140826,011-001,011-001,REP,REP,REP,REP,REP
140827,011-001,011-001,REP,REP,REP,REP,REP
140828,011-001,011-001,REP,REP,REP,REP,REP
140829,011-001,011-001,DEM,REP,undervote,undervote,DEM
140831,011-001,011-001,LIB,REP,DEM,REP,REP
140832,011-001,011-001,REP,DEM,DEM,DEM,DEM
140835,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140837,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140838,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140840,011-001,011-001,REP,REP,REP,REP,REP
140841,011-001,011-001,REP,REP,REP,REP,REP
140845,011-001,011-001,REP,REP,REP,REP,REP
140850,011-001,011-001,REP,REP,REP,REP,REP
140853,011-001,011-001,REP,REP,REP,REP,REP
140855,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140856,011-001,011-001,REP,REP,REP,REP,REP
140857,011-001,011-001,REP,REP,REP,REP,REP
140858,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140860,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140865,011-001,011-001,REP,REP,REP,REP,REP
140867,011-001,011-001,REP,REP,REP,REP,REP
140868,011-001,011-001,REP,REP,REP,REP,REP
140869,011-001,011-001,REP,REP,REP,REP,REP
140870,011-001,011-001,REP,REP,REP,REP,REP
140872,011-001,011-001,LIB,REP,DEM,REP,REP
140874,011-001,011-001,REP,REP,REP,REP,REP
140876,011-001,011-001,REP,REP,REP,REP,REP
140877,011-001,011-001,REP,REP,REP,REP,REP
140879,011-001,011-001,REP,REP,REP,REP,REP
140880,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140881,011-001,011-001,REP,REP,REP,REP,REP
140882,011-001,011-001,REP,REP,REP,REP,REP
140886,011-001,011-001,REP,REP,REP,REP,REP
140887,011-001,011-001,DEM,DEM,DEM,DEM,REP
140891,011-001,011-001,REP,REP,REP,REP,REP
140892,011-001,011-001,REP,REP,REP,REP,REP
140895,011-001,011-001,DEM,REP,REP,REP,REP
140896,011-001,011-001,REP,undervote,undervote,undervote,REP
140897,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140902,011-001,011-001,REP,REP,REP,REP,REP
140907,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140911,011-001,011-001,REP,DEM,REP,REP,DEM
140913,011-001,011-001,REP,REP,REP,REP,REP
140914,011-001,011-001,REP,REP,REP,REP,REP
140919,011-001,011-001,REP,REP,REP,REP,REP
140921,011-001,011-001,REP,REP,REP,REP,REP
140923,011-001,011-001,REP,REP,REP,REP,REP
140925,011-001,011-001,REP,REP,REP,REP,REP
140926,011-001,011-001,REP,REP,REP,REP,REP
140928,011-001,011-001,REP,REP,REP,REP,REP
140930,011-001,011-001,REP,REP,REP,REP,REP
140934,011-001,011-001,REP,REP,REP,REP,REP
140935,011-001,011-001,REP,REP,REP,REP,REP
140937,011-001,011-001,REP,REP,REP,REP,REP
140938,011-001,011-001,REP,REP,REP,REP,REP
140940,011-001,011-001,REP,REP,REP,REP,REP
140943,011-001,011-001,DEM,REP,REP,DEM,DEM
140944,011-001,011-001,REP,REP,REP,REP,REP
140945,011-001,011-001,REP,REP,REP,REP,REP
140947,011-001,011-001,REP,REP,REP,REP,REP
140948,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140949,011-001,011-001,REP,REP,REP,REP,REP
140950,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140953,011-001,011-001,REP,REP,REP,REP,REP
140955,011-001,011-001,REP,REP,REP,REP,REP
140959,011-001,011-001,REP,REP,REP,REP,REP
140960,011-001,011-001,REP,REP,REP,REP,REP
140962,011-001,011-001,REP,REP,REP,REP,REP
140965,011-001,011-001,REP,REP,DEM,REP,REP
140968,011-001,011-001,REP,REP,REP,REP,REP
140971,011-001,011-001,REP,REP,DEM,REP,DEM
140972,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140973,011-001,011-001,REP,REP,REP,REP,REP
140976,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140977,011-001,011-001,DEM,DEM,REP,DEM,DEM
140978,011-001,011-001,REP,REP,REP,REP,REP
140979,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140982,011-001,011-001,REP,REP,REP,REP,REP
140983,011-001,011-001,REP,REP,REP,REP,REP
140985,011-001,011-001,REP,REP,REP,REP,REP
140986,011-001,011-001,REP,REP,REP,REP,REP
140987,011-001,011-001,REP,REP,REP,REP,REP
140989,011-001,011-001,REP,REP,REP,REP,REP
140991,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140993,011-001,011-001,DEM,REP,REP,REP,REP
140999,011-001,011-001,REP,REP,REP,REP,REP
141000,011-001,011-001,REP,REP,REP,REP,REP
141001,011-001,011-001,DEM,DEM,DEM,DEM,DEM
141004,011-001,011-001,REP,REP,REP,REP,REP
141005,011-001,011-001,undervote,undervote,undervote,undervote,undervote
141009,011-001,011-001,REP,REP,REP,REP,REP
141010,011-001,011-001,REP,REP,REP,REP,REP
141012,011-001,011-001,REP,REP,REP,REP,REP
141016,011-001,011-001,DEM,REP,REP,DEM,REP
141017,011-001,011-001,REP,REP,REP,REP,REP
141020,011-001,011-001,REP,REP,REP,REP,REP
141021,011-001,011-001,REP,REP,REP,REP,REP
141022,011-001,011-001,REP,REP,REP,REP,REP
141023,011-001,011-001,REP,REP,REP,REP,REP
141027,011-001,011-001,REP,REP,REP,REP,REP
141028,011-001,011-001,REP,REP,REP,REP,REP
141032,011-001,011-001,LIB,REP,REP,REP,REP
141034,011-001,011-001,REP,REP,REP,REP,REP
141035,011-001,011-001,REP,REP,REP,REP,REP
141036,011-001,011-001,DEM,DEM,DEM,DEM,DEM
141039,011-001,011-001,REP,REP,REP,REP,REP
141041,011-001,011-001,REP,REP,REP,REP,DEM
141043,011-001,011-001,REP,REP,REP,REP,REP
141044,011-001,011-001,REP,REP,REP,REP,REP
141045,011-001,011-001,REP,REP,REP,REP,REP
141046,011-001,011-001,DEM,DEM,DEM,DEM,DEM
141048,011-001,011-001,REP,REP,REP,REP,REP
141049,011-001,011-001,GRE,undervote,undervote,undervote,undervote
141052,011-001,011-001,REP,REP,REP,REP,REP
141054,011-001,011-001,LIB,REP,REP,REP,REP
141056,011-001,011-001,REP,REP,REP,REP,REP
141057,011-001,011-001,REP,REP,REP,REP,REP
141059,011-001,011-001,REP,REP,REP,REP,REP
141060,011-001,011-001,DEM,DEM,DEM,DEM,DEM
141061,011-001,011-001,REP,REP,REP,REP,REP
141063,011-001,011-001,REP,REP,REP,REP,REP
141065,011-001,011-001,REP,REP,REP,REP,REP
141067,011-001,011-001,DEM,DEM,undervote,undervote,DEM
141069,011-001,011-001,REP,REP,REP,REP,REP
141072,011-001,011-001,DEM,DEM,DEM,DEM,DEM
141075,011-001,011-001,REP,REP,REP,REP,REP
141076,011-001,011-001,REP,REP,REP,REP,REP
141077,011-001,011-001,DEM,DEM,DEM,DEM,DEM
141079,011-001,011-001,DEM,DEM,DEM,DEM,DEM
141080,011-001,011-001,REP,REP,REP,REP,REP
141081,011-001,011-001,REP,REP,REP,REP,REP
141082,011-001,011-001,REP,REP,REP,REP,REP
141083,011-001,011-001,GRE,DEM,DEM,DEM,DEM
141084,011-001,011-001,REP,REP,REP,REP,REP
141086,011-001,011-001,REP,REP,REP,REP,REP
141087,011-001,011-001,REP,REP,REP,REP,REP
141088,011-001,011-001,REP,REP,REP,REP,REP
141089,011-001,011-001,REP,REP,REP,REP,REP
141092,011-001,011-001,REP,REP,REP,REP,REP
141093,011-001,011-001,DEM,DEM,DEM,DEM,DEM
141096,011-001,011-001,DEM,DEM,DEM,DEM,DEM
141097,011-001,011-001,REP,REP,REP,REP,REP
141098,011-001,011-001,DEM,DEM,DEM,DEM,DEM
141099,011-001,011-001,REP,REP,REP,REP,REP
141100,011-001,011-001,REP,REP,REP,REP,REP
141101,011-001,011-001,REP,REP,REP,REP,REP
141103,011-001,011-001,REP,REP,REP,REP,REP
141104,011-001,011-001,REP,REP,REP,REP,REP
141108,011-001,011-001,REP,REP,REP,REP,REP
141112,011-001,011-001,REP,REP,REP,REP,REP
141115,011-001,011-001,DEM,DEM,DEM,DEM,DEM
141119,011-001,011-001,REP,REP,REP,REP,REP
141120,011-001,011-001,REP,REP,REP,REP,REP
141123,011-001,011-001,REP,REP,REP,REP,undervote
141125,011-001,011-001,DEM,DEM,DEM,DEM,DEM
141127,011-001,011-001,REP,REP,REP,REP,REP
141129,011-001,011-001,WCP,REP,REP,REP,REP
141131,011-001,011-001,REP,REP,REP,REP,REP
141132,011-001,011-001,REP,REP,REP,REP,REP
141133,011-001,011-001,REP,REP,REP,REP,REP
141134,011-001,011-001,REP,REP,REP,REP,REP
141136,011-001,011-001,REP,REP,REP,REP,REP
141137,011-001,011-001,REP,REP,REP,REP,REP
141141,011-001,011-001,REP,REP,REP,REP,REP
141142,011-001,011-001,REP,REP,REP,DEM,DEM
141144,011-001,011-001,REP,REP,REP,REP,REP
141145,011-001,011-001,REP,REP,REP,REP,REP
141148,011-001,011-001,REP,REP,REP,REP,REP
141149,011-001,011-001,REP,REP,REP,REP,REP
141150,011-001,011-001,DEM,DEM,DEM,DEM,DEM
141151,011-001,011-001,REP,REP,REP,REP,REP
141152,011-001,011-001,WCP,REP,REP,REP,REP
141153,011-001,011-001,REP,REP,REP,REP,REP
141155,011-001,011-001,REP,REP,REP,REP,REP
141156,011-001,011-001,REP,REP,REP,REP,REP
141157,011-001,011-001,DEM,DEM,DEM,DEM,DEM
141159,011-001,011-001,DEM,DEM,DEM,DEM,DEM
141161,011-001,011-001,REP,REP,REP,REP,REP
141162,011-001,011-001,REP,REP,REP,REP,REP
141163,011-001,011-001,REP,REP,REP,REP,REP
141167,011-001,011-001,REP,REP,REP,REP,undervote
141168,011-001,011-001,REP,REP,REP,REP,REP
141170,011-001,011-001,REP,REP,REP,REP,REP
141174,011-001,011-001,REP,REP,REP,REP,REP
141177,011-001,011-001,DEM,DEM,REP,DEM,DEM
141178,011-001,011-001,DEM,REP,DEM,REP,DEM
141179,011-001,011-001,REP,REP,REP,REP,REP
141181,011-001,011-001,REP,REP,REP,REP,REP
141183,011-001,011-001,REP,REP,REP,REP,REP
141185,011-001,011-001,REP,REP,undervote,REP,REP
141187,011-001,011-001,REP,REP,REP,DEM,REP
141190,011-001,011-001,REP,REP,REP,REP,REP
141192,011-001,011-001,REP,REP,REP,REP,REP
141194,011-001,011-001,REP,REP,REP,REP,REP
141195,011-001,011-001,REP,REP,REP,REP,REP
141197,011-001,011-001,REP,REP,REP,REP,REP
141199,011-001,011-001,REP,REP,REP,REP,REP
141201,011-001,011-001,REP,REP,REP,REP,REP
141203,011-001,011-001,REP,REP,REP,REP,REP
141205,011-001,011-001,REP,REP,REP,REP,REP
141208,011-001,011-001,REP,REP,REP,REP,REP
141209,011-001,011-001,DEM,REP,DEM,DEM,DEM
141210,011-001,011-001,REP,REP,REP,REP,REP
141212,011-001,011-001,REP,REP,REP,REP,REP
141213,011-001,011-001,REP,REP,REP,REP,REP
141217,011-001,011-001,undervote,REP,undervote,DEM,DEM
141218,011-001,011-001,REP,REP,REP,REP,REP
141221,011-001,011-001,REP,REP,REP,REP,REP
141222,011-001,011-001,REP,REP,REP,REP,REP
141223,011-001,011-001,REP,REP,REP,REP,REP
141225,011-001,011-001,REP,REP,REP,REP,REP
141229,011-001,011-001,REP,REP,REP,REP,REP
141231,011-001,011-001,REP,REP,REP,REP,REP
141233,011-001,011-001,REP,REP,REP,REP,REP
141234,011-001,011-001,REP,REP,REP,REP,REP
141235,011-001,011-001,REP,REP,REP,REP,DEM
141237,011-001,011-001,REP,REP,REP,REP,REP
141238,011-001,011-001,WCP,REP,REP,REP,REP
141239,011-001,011-001,REP,REP,REP,REP,REP
141242,011-001,011-001,REP,REP,REP,REP,REP
141243,011-001,011-001,DEM,undervote,DEM,DEM,DEM
141244,011-001,011-001,REP,REP,REP,REP,REP
141246,011-001,011-001,DEM,undervote,undervote,DEM,DEM
141247,011-001,011-001,REP,REP,REP,REP,REP
141250,011-001,011-001,DEM,REP,REP,DEM,DEM
141252,011-001,011-001,REP,REP,REP,REP,REP
141253,011-001,011-001,REP,REP,REP,REP,REP
141254,011-001,011-001,REP,REP,REP,REP,REP
141261,011-001,011-001,REP,REP,REP,REP,REP
141262,011-001,011-001,REP,REP,undervote,REP,REP
141263,011-001,011-001,DEM,DEM,DEM,DEM,DEM
141267,011-001,011-001,REP,REP,REP,REP,REP
141268,011-001,011-001,REP,REP,REP,REP,REP
141269,011-001,011-001,REP,REP,REP,REP,REP
141271,011-001,011-001,REP,REP,REP,REP,REP
141273,011-001,011-001,REP,REP,REP,REP,REP
141275,011-001,011-001,REP,REP,REP,REP,REP
141278,011-001,011-001,REP,REP,REP,REP,REP
141280,011-001,011-001,REP,REP,REP,REP,REP
141281,011-001,011-001,DEM,DEM,DEM,DEM,DEM
141282,011-001,011-001,REP,REP,REP,REP,REP
141285,011-001,011-001,REP,REP,REP,REP,REP
141286,011-001,011-001,REP,REP,REP,REP,REP
141290,011-001,011-001,REP,REP,REP,REP,REP
141291,011-001,011-001,REP,REP,REP,REP,REP
141292,011-001,011-001,REP,REP,REP,REP,REP
141294,011-001,011-001,DEM,DEM,DEM,DEM,DEM
141297,011-001,011-001,REP,REP,REP,REP,REP
141298,011-001,011-001,REP,REP,REP,REP,REP
141299,011-001,011-001,REP,REP,REP,REP,REP
141304,011-001,011-001,REP,REP,REP,REP,REP
141306,011-001,011-001,REP,undervote,undervote,REP,REP
141307,011-001,011-001,REP,REP,REP,REP,REP
141308,011-001,011-001,REP,REP,REP,REP,REP
141313,011-001,011-001,REP,REP,REP,REP,REP
141314,011-001,011-001,DEM,undervote,undervote,DEM,DEM
141319,011-001,011-001,REP,REP,REP,REP,REP
141323,011-001,011-001,DEM,DEM,DEM,DEM,DEM
141324,011-001,011-001,REP,undervote,undervote,undervote,undervote
141327,011-001,011-001,DEM,REP,REP,REP,REP
141328,011-001,011-001,REP,REP,REP,REP,REP
141330,011-001,011-001,DEM,DEM,DEM,DEM,DEM
141331,011-001,011-001,REP,REP,REP,REP,REP
141334,011-001,011-001,DEM,DEM,DEM,DEM,DEM
141336,011-001,011-001,DEM,REP,REP,REP,DEM
141339,011-001,011-001,REP,REP,REP,REP,REP
141343,011-001,011-001,REP,REP,REP,REP,REP
141345,011-001,011-001,REP,REP,DEM,REP,REP
141346,011-001,011-001,REP,REP,REP,REP,REP
141347,011-001,011-001,DEM,REP,REP,DEM,DEM
141351,011-001,011-001,REP,REP,REP,REP,REP
141352,011-001,011-001,DEM,DEM,DEM,DEM,DEM
141353,011-001,011-001,DEM,DEM,DEM,DEM,DEM
